Iteration	Posterior	Likelihood	Prior	rate_log_sd	rate_loss	tree_length
16254	-4800.959	-4913.099	112.1406	0.8192109	1.377705	6.678549
16260	-4804.65	-4915.835	111.1844	0.6743356	1.381606	7.270015
16266	-4807.522	-4918.431	110.9089	0.7421073	1.331641	7.402717
16272	-4817.391	-4928.496	111.1051	0.7322072	1.751537	7.139965
16278	-4799.027	-4910.326	111.299	0.7443927	1.157431	7.27149
16284	-4813.13	-4923.019	109.889	0.6395768	1.515019	7.928061
16290	-4801.069	-4911.178	110.1093	0.6988963	1.329741	7.85452
16296	-4801.662	-4912.838	111.1769	0.7874385	1.46302	7.179823
16302	-4818.349	-4928.843	110.4942	0.7475234	1.464981	7.566624
16308	-4811.301	-4922.216	110.915	0.6932856	1.380722	7.404748
16314	-4799.134	-4910.351	111.2172	0.7899096	1.460153	7.15798
16320	-4811.311	-4923.19	111.8791	0.7208735	1.307324	6.903167
16326	-4810.274	-4922.313	112.0385	0.7415492	1.307324	6.806021
16332	-4814.725	-4926.405	111.6797	0.8036911	1.434713	6.911931
16338	-4807.909	-4920.046	112.1371	0.8036911	1.543169	6.621733
16344	-4804.586	-4916.422	111.8357	0.7773195	1.283508	6.906657
16350	-4806.615	-4918.261	111.6453	0.80344	1.218016	7.024929
16356	-4807.955	-4919.612	111.657	0.8247428	1.180207	7.024929
16362	-4806.012	-4916.815	110.8028	0.6630434	1.373801	7.484018
16368	-4815.502	-4926.21	110.7078	0.7954836	1.50145	7.411991
16374	-4811.148	-4921.989	110.8408	0.8451382	1.258219	7.416383
16380	-4807.201	-4917.231	110.0299	0.7072578	1.264468	7.921038
16386	-4807.02	-4918.317	111.2971	0.6512868	1.264468	7.272753
16392	-4804.44	-4914.669	110.229	0.6972346	1.333152	7.789985
16398	-4809.658	-4920.019	110.361	0.7232099	1.147445	7.789985
16404	-4812.508	-4920.722	108.2138	0.7230345	1.302405	8.861624
16410	-4804.358	-4916.177	111.8183	0.7306438	1.302405	6.932824
16416	-4810.875	-4923.328	112.4529	0.8864665	1.288097	6.51222
16422	-4809.247	-4922.032	112.7849	0.8836243	1.275817	6.339254
16428	-4808.678	-4920.195	111.5174	0.690188	1.172513	7.176069
16434	-4804.091	-4915.37	111.2796	0.7688308	1.134146	7.280063
16440	-4803.732	-4915.437	111.7056	0.7220983	1.190413	7.049199
16446	-4810.27	-4921.708	111.4379	0.7995937	1.331258	7.087892
16452	-4801.1	-4912.145	111.0447	0.7290403	1.350017	7.329012
16458	-4805.715	-4916.735	111.0197	0.6608412	1.350017	7.379008
16464	-4808.645	-4920.701	112.0561	0.6626134	1.127147	6.92295
16470	-4808.099	-4918.977	110.8783	0.7914676	1.127147	7.486551
16476	-4807.284	-4919.468	112.1837	0.7390338	1.182881	6.785932
16482	-4808.996	-4919.818	110.8224	0.7131931	1.067863	7.588045
16488	-4814.316	-4926.351	112.0354	0.8458888	1.159018	6.819745
16494	-4814.759	-4925.647	110.8878	0.7695921	1.163875	7.475427
16500	-4811.625	-4923.298	111.6731	0.8919537	1.37805	6.891499
16506	-4803.566	-4913.676	110.1096	0.7704427	1.389055	7.791034
16512	-4797.815	-4910.064	112.2495	0.8294964	1.342932	6.629013
16518	-4803.146	-4914.192	111.0464	0.6320021	1.310809	7.397058
16524	-4801.529	-4911.841	110.3121	0.7041985	1.239709	7.783152
16530	-4793.781	-4904.595	110.8147	0.740074	1.239709	7.495054
16536	-4797.54	-4908.935	111.3953	0.7522312	1.239688	7.177007
16542	-4805.002	-4915.325	110.3233	0.7580307	1.422672	7.669538
16548	-4809.45	-4920.052	110.6019	0.7266141	1.389257	7.551101
16554	-4805.091	-4918.002	112.9112	0.7940456	1.634557	6.172294
16560	-4799.007	-4910.92	111.9133	0.820618	1.268751	6.84808
16566	-4804.522	-4916.249	111.7269	0.675958	1.232935	7.042755
16572	-4807.33	-4918.514	111.1838	0.7388527	1.099484	7.364683
16578	-4806.568	-4917.711	111.1425	0.8596004	1.438277	7.169521
16584	-4803.569	-4915.215	111.646	0.7999146	1.18909	7.040039
16590	-4811.061	-4922.768	111.7071	0.7533724	1.172533	7.040039
16596	-4816.227	-4929.041	112.8147	0.8737176	1.172533	6.376553
16602	-4810.909	-4921.213	110.3031	0.7215602	1.266295	7.766674
16608	-4806.227	-4918.569	112.3425	0.7133045	1.216202	6.698399
16614	-4799.304	-4910.713	111.4092	0.7458022	1.139279	7.220295
16620	-4798.475	-4910.674	112.1992	0.7860211	1.360087	6.672327
16626	-4801.721	-4914.01	112.2896	0.8447238	1.181466	6.672327
16632	-4797.949	-4908.94	110.9905	0.770901	1.479257	7.282289
16638	-4803.897	-4913.172	109.2753	0.6931706	1.385927	8.278389
16644	-4804.005	-4915.87	111.8653	0.8100874	1.34904	6.844346
16650	-4816.057	-4926.777	110.7202	0.7849872	1.329524	7.481817
16656	-4812.157	-4923.337	111.1798	0.7093245	1.385858	7.251862
16662	-4808.923	-4920.255	111.3319	0.6536662	1.266465	7.251862
16668	-4813.386	-4924.177	110.7915	0.7429953	1.121099	7.561955
16674	-4807.653	-4917.723	110.0697	0.6988118	1.370377	7.858443
16680	-4803.851	-4914.719	110.8679	0.7723246	1.369937	7.392158
16686	-4808.591	-4920.619	112.0274	0.7957019	1.369937	6.755691
16692	-4811.66	-4922.61	110.9498	0.7366749	1.09612	7.49297
16698	-4805.079	-4915.279	110.2001	0.7174558	1.131166	7.886895
16704	-4817.069	-4927.485	110.4164	0.7265089	1.204073	7.731859
16710	-4805.327	-4916.148	110.8204	0.7262316	1.457926	7.406051
16716	-4808.351	-4919.863	111.5116	0.7262316	1.47285	7.028768
16722	-4818.35	-4929.572	111.2216	0.7963774	1.153141	7.287176
16728	-4819.112	-4930.103	110.9913	0.7779216	1.410425	7.30606
16734	-4815.802	-4927.806	112.005	0.7171637	1.354521	6.816782
16740	-4808.474	-4920.018	111.5441	0.7104486	1.37379	7.060551
16746	-4803.796	-4915.927	112.1306	0.7910098	1.07726	6.83858
16752	-4808.602	-4919.734	111.1319	0.6237875	1.07726	7.465392
16758	-4807.592	-4919.171	111.5787	0.7862003	1.384476	6.996648
16764	-4814.205	-4924.21	110.0051	0.6989651	1.305515	7.920602
16770	-4808.022	-4920.556	112.5343	0.8408719	1.059452	6.602693
16776	-4800.496	-4911.428	110.932	0.6733538	1.227832	7.473376
16782	-4804.62	-4915.578	110.9579	0.7818239	1.01556	7.505902
16788	-4795.988	-4908.429	112.4412	0.7063069	1.199728	6.656567
16794	-4803.843	-4915.748	111.9059	0.630317	1.347833	6.919887
16800	-4808.047	-4920.401	112.3546	0.8307546	1.257752	6.609258
16806	-4802.272	-4913.173	110.9011	0.6823538	1.257752	7.471496
16812	-4812.311	-4922.632	110.3209	0.7784157	1.310167	7.707452
16818	-4816.277	-4925.791	109.5141	0.7071875	1.34542	8.16081
16824	-4805.105	-4917.484	112.3794	0.8410509	1.309057	6.567295
16830	-4819.345	-4930.181	110.8354	0.6991829	1.370071	7.448737
16836	-4808.117	-4918.605	110.4888	0.7409357	1.313709	7.636156
16842	-4815.374	-4926.36	110.9857	0.7332369	1.307591	7.376747
16848	-4815.863	-4926.521	110.6574	0.6874248	1.256696	7.59977
16854	-4809.302	-4919.872	110.57	0.7060522	1.340532	7.59977
16860	-4801.383	-4913.323	111.9398	0.7531133	1.161802	6.919968
16866	-4803.515	-4915.358	111.8428	0.7159918	1.388296	6.890556
16872	-4813.385	-4925.649	112.2636	0.6981452	1.158371	6.776637
16878	-4804.909	-4916.988	112.079	0.6916508	1.278719	6.823784
16884	-4796.813	-4908.808	111.9947	0.7115708	1.30494	6.846907
16890	-4810.773	-4923.145	112.3721	0.7712142	1.521638	6.520522
16896	-4802.986	-4914.381	111.3952	0.7682055	1.25112	7.163283
16902	-4806.724	-4918.232	111.5074	0.6957786	1.204619	7.163283
16908	-4807.499	-4919.721	112.2215	0.7450708	1.295743	6.710439
16914	-4802.42	-4914.878	112.4582	0.7433142	1.300442	6.581313
16920	-4805.987	-4918.037	112.0506	0.7100302	1.088959	6.919404
16926	-4806.829	-4918.195	111.3659	0.6479173	1.217492	7.259041
16932	-4817.378	-4928.005	110.6272	0.6756395	1.265433	7.618312
16938	-4814.365	-4927.282	112.9175	0.8768623	1.340022	6.24244
16944	-4810.127	-4923.054	112.927	0.793304	1.340022	6.282659
16950	-4812.31	-4924.248	111.9376	0.7717598	1.340022	6.829911
16956	-4811.121	-4923.2	112.0787	0.7594656	1.186367	6.829911
16962	-4807.469	-4919.896	112.4277	0.7225885	1.186367	6.66139
16968	-4803.921	-4914.876	110.9544	0.8521741	1.468648	7.262264
16974	-4810.245	-4921.555	111.3098	0.7329191	1.493582	7.125446
16980	-4809.717	-4921.703	111.9861	0.8594732	1.128349	6.853981
16986	-4812.198	-4923.753	111.5553	0.7197471	1.128349	7.161155
16992	-4815.977	-4927.823	111.8465	0.7053957	1.128349	7.012248
16998	-4808.942	-4919.539	110.5968	0.7675073	1.238005	7.597794
17004	-4808.581	-4920.658	112.0771	0.7590667	1.117045	6.864614
17010	-4812.737	-4924.063	111.3258	0.7251803	1.320675	7.192778
17016	-4813.19	-4925.928	112.7379	0.7251803	1.154466	6.507448
17022	-4816.559	-4928.031	111.4724	0.8614334	1.287614	7.055196
17028	-4811.148	-4924.524	113.3759	0.963458	1.25526	5.98355
17034	-4796.959	-4909.29	112.331	0.7774461	1.234728	6.661392
17040	-4800.283	-4912.704	112.4208	0.7064785	1.212719	6.661392
17046	-4790.922	-4901.789	110.8674	0.6610111	1.151603	7.550418
17052	-4790.748	-4901.31	110.5616	0.7328699	1.393251	7.567662
17058	-4802.494	-4912.118	109.6241	0.7032685	1.399431	8.081666
17064	-4797.514	-4909.098	111.5835	0.8156286	1.385138	6.977935
17070	-4801.106	-4911.974	110.8675	0.7019599	1.385138	7.423715
17076	-4808.267	-4919.736	111.4694	0.7699435	1.345859	7.080612
17082	-4803.974	-4914.372	110.3988	0.7433339	1.381429	7.654098
17088	-4809.518	-4920.894	111.3767	0.6834971	1.236974	7.225158
17094	-4809.079	-4919.227	110.1481	0.6130486	1.114826	7.978354
17100	-4804.088	-4916.411	112.3234	0.7354502	1.103072	6.751418
17106	-4808.075	-4920.181	112.1061	0.7842301	1.116645	6.835595
17112	-4816.032	-4927.057	111.0254	0.7320946	1.403804	7.315054
17118	-4815.543	-4926.597	111.054	0.7419363	1.354756	7.315054
17124	-4797.046	-4907.496	110.45	0.8003391	1.453017	7.566802
17130	-4799.825	-4913.542	113.7172	0.7942588	1.308128	5.865635
17136	-4800.049	-4912.051	112.002	0.8877883	1.204717	6.793404
17142	-4804.255	-4915.69	111.4356	0.7364586	1.210723	7.177175
17148	-4809.639	-4921.31	111.6711	0.8302133	1.32237	6.949712
17154	-4817.108	-4929.306	112.1983	0.9479175	1.212438	6.651303
17160	-4815.555	-4927.233	111.6785	0.8793969	1.284359	6.935985
17166	-4813.101	-4921.315	108.2142	0.7906748	1.335122	8.811516
17172	-4802.631	-4914.353	111.7223	0.7592075	1.302082	6.969315
17178	-4808.472	-4918.64	110.1679	0.7594678	1.360343	7.777824
17184	-4806.122	-4916.46	110.3382	0.6788831	1.250556	7.777824
17190	-4803.715	-4914.726	111.0113	0.7022364	1.487833	7.304602
17196	-4803.083	-4913.692	110.609	0.669527	1.403176	7.572058
17202	-4797.511	-4907.611	110.0994	0.7355172	1.289384	7.857811
17208	-4801.309	-4911.425	110.1163	0.7186036	1.289384	7.857811
17214	-4806.37	-4916.553	110.1832	0.6517291	1.289384	7.857811
17220	-4800.454	-4912.408	111.9532	0.7699695	1.297191	6.841183
17226	-4795.183	-4906.623	111.4406	0.8151495	1.077431	7.19695
17232	-4809.778	-4920.188	110.4102	0.681253	1.235051	7.745109
17238	-4805.301	-4916.553	111.2511	0.7118055	1.385099	7.212598
17244	-4803.991	-4916.688	112.6971	0.7821071	1.339569	6.413747
17250	-4803.939	-4916.585	112.6463	0.8138626	1.283245	6.448941
17256	-4811.839	-4923.899	112.0599	0.7295646	1.283245	6.811642
17262	-4816.676	-4927.811	111.1355	0.7295646	1.304551	7.299647
17268	-4805.796	-4917.784	111.9887	0.7494912	1.226355	6.865143
17274	-4812.386	-4924.858	112.4727	0.7079135	1.04987	6.712853
17280	-4806.827	-4918.702	111.8756	0.7539071	1.112358	6.978348
17286	-4802.727	-4914.495	111.7688	0.7245254	1.141169	7.037472
17292	-4799.763	-4910.537	110.774	0.66356	1.419906	7.480015
17298	-4797.485	-4909.817	112.3317	0.7312391	1.133583	6.734086
17304	-4807.217	-4919.52	112.303	0.7524957	1.131793	6.738978
17310	-4809.55	-4921.04	111.4893	0.6378443	1.354488	7.137254
17316	-4812.515	-4923.786	111.2719	0.7792955	1.452726	7.137254
17322	-4815.393	-4925.831	110.4387	0.6925539	1.362156	7.668039
17328	-4818.512	-4932.009	113.4973	0.8181175	1.250463	5.998825
17334	-4808.468	-4920.887	112.4191	0.7911646	1.21823	6.613931
17340	-4799.796	-4911.791	111.9945	0.7162501	1.260941	6.864117
17346	-4802.917	-4914.94	112.0236	0.7443032	1.260941	6.8333
17352	-4818.187	-4927.717	109.5293	0.6341684	1.391108	8.172411
17358	-4817.357	-4926.823	109.4662	0.7024271	1.384465	8.172411
17364	-4809.387	-4921.688	112.3015	0.731067	1.41104	6.625201
17370	-4810.442	-4922.428	111.9856	0.8755436	1.26629	6.780583
17376	-4821.04	-4932.628	111.5875	0.7748291	1.404477	6.989626
17382	-4809.354	-4920.051	110.6968	0.7938765	1.42518	7.449379
17388	-4808.244	-4919.007	110.7633	0.8140719	1.315014	7.449379
17394	-4809.723	-4919.697	109.9746	0.7609807	1.418453	7.856045
17400	-4805.561	-4917.115	111.5538	0.8376883	1.22136	7.05422
17406	-4800.037	-4910.931	110.8933	0.829761	1.31665	7.370602
17412	-4800.413	-4912.211	111.7976	0.8712685	1.244139	6.894328
17418	-4798.384	-4909.141	110.7572	0.7172394	1.244139	7.536074
17424	-4800.356	-4913.259	112.9025	0.9080595	1.402032	6.20712
17430	-4806.037	-4919.21	113.1729	0.7364642	1.278594	6.20712
17436	-4805.14	-4918.158	113.0183	0.8538381	1.324085	6.20712
17442	-4797.01	-4908.281	111.2711	0.6748244	1.155657	7.324644
17448	-4796.147	-4907.215	111.0682	0.689163	1.44385	7.298685
17454	-4803.553	-4914.856	111.3025	0.7777871	1.284954	7.192747
17460	-4798.532	-4909.573	111.0409	0.9611387	1.168169	7.288529
17466	-4801.857	-4913.519	111.6621	0.8272798	1.325006	6.955041
17472	-4793.79	-4904.783	110.9929	0.8201706	1.096966	7.4247
17478	-4789.985	-4901.929	111.944	0.9033299	1.254568	6.793309
17484	-4795.456	-4907.229	111.7729	0.8314811	1.317951	6.896143
17490	-4798.704	-4910.789	112.0851	0.8638319	1.317951	6.710174
17496	-4803.386	-4914.62	111.2342	0.7408194	1.24225	7.268485
17502	-4804.412	-4915.76	111.3483	0.7145814	1.129195	7.274698
17508	-4804.742	-4915.355	110.6136	0.7273751	1.129195	7.661585
17514	-4799.638	-4910.957	111.3194	0.6792237	1.236165	7.258602
17520	-4797.851	-4909.498	111.6466	0.6986154	1.261607	7.060745
17526	-4795.976	-4905.789	109.8132	0.8066922	1.261607	7.984873
17532	-4801.983	-4912.34	110.3573	0.7024041	1.229362	7.764681
17538	-4799.973	-4911.531	111.558	0.7331954	1.272267	7.085021
17544	-4809.003	-4919.095	110.092	0.7993451	1.278637	7.832446
17550	-4804.624	-4916.093	111.4689	0.773941	1.355751	7.074489
17556	-4803.455	-4913.544	110.0887	0.7621816	1.200875	7.889309
17562	-4803.209	-4914.646	111.4363	0.7136186	1.435474	7.091177
17568	-4803.957	-4913.972	110.0144	0.8165833	1.390485	7.816668
17574	-4805.489	-4916.193	110.7045	0.7048802	1.220854	7.58151
17580	-4812.601	-4923.887	111.2863	0.758114	1.344529	7.185974
17586	-4812.831	-4922.554	109.7231	0.7785786	1.386749	7.993955
17592	-4804.624	-4916.222	111.5981	0.7453607	1.160109	7.10895
17598	-4807.546	-4917.802	110.2552	0.6689419	1.172322	7.863588
17604	-4809.431	-4920.744	111.3131	0.674914	1.443482	7.174985
17610	-4809.841	-4921.04	111.199	0.7382852	1.025757	7.39459
17616	-4809.075	-4921.278	112.2031	0.7409896	1.050659	6.840154
17622	-4804.526	-4914.384	109.8578	0.6867171	1.384221	7.972174
17628	-4804.237	-4915.504	111.2673	0.7036461	1.207579	7.286652
17634	-4806.389	-4918.184	111.7954	0.7451924	1.128118	7.018416
17640	-4808.639	-4918.168	109.5297	0.6911306	1.449164	8.118193
17646	-4805.536	-4916.09	110.5544	0.6942985	1.428323	7.577701
17652	-4820.726	-4932.817	112.0904	0.7291674	1.230508	6.819322
17658	-4813.404	-4924.788	111.3848	0.7786159	1.230508	7.172685
17664	-4803.624	-4915.796	112.1718	0.7754714	1.115353	6.805555
17670	-4799.446	-4910.685	111.2388	0.7953882	1.189655	7.261083
17676	-4800.057	-4911.516	111.4589	0.7607788	1.170893	7.170321
17682	-4807.99	-4919.31	111.3203	0.7644213	1.330671	7.170321
17688	-4803.042	-4914.263	111.2215	0.7352848	1.162287	7.315623
17694	-4807.755	-4919.852	112.0965	0.8517393	1.220469	6.754542
17700	-4804.02	-4915.046	111.0256	0.741117	1.284256	7.361383
17706	-4808.815	-4920.828	112.0127	0.7572193	1.600713	6.692071
17712	-4801.515	-4911.943	110.4281	0.784763	1.274172	7.662577
17718	-4809.908	-4921.65	111.7419	0.7181291	1.335417	6.966322
17724	-4806.908	-4919.735	112.8266	0.831342	1.583712	6.217231
17730	-4796.042	-4907.761	111.7189	0.773016	1.248706	6.987612
17736	-4799.116	-4909.824	110.7078	0.7568908	1.213775	7.555207
17742	-4806.985	-4918.64	111.6545	0.6717259	1.133276	7.131216
17748	-4798.973	-4910.48	111.5067	0.7451466	1.15378	7.161228
17754	-4802.935	-4913.766	110.8306	0.8135831	1.328124	7.407873
17760	-4810.983	-4921.245	110.2615	0.7750539	1.212815	7.78465
17766	-4827.039	-4938.305	111.2655	0.7165271	1.303198	7.237454
17772	-4827.091	-4937.742	110.6506	0.7595553	1.596335	7.425465
17778	-4814.25	-4925.477	111.2265	0.7642202	1.360223	7.208124
17784	-4824.834	-4938.161	113.3266	0.8459267	1.456789	5.987243
17790	-4807.962	-4919.882	111.92	0.804888	1.354476	6.815328
17796	-4797.6	-4908.678	111.078	0.7671895	1.171856	7.370944
17802	-4806.985	-4918.813	111.8276	0.7141276	1.35523	6.913751
17808	-4800.245	-4912.199	111.954	0.6665505	1.125322	6.976763
17814	-4797.131	-4907.275	110.1437	0.6100514	1.231298	7.927173
17820	-4803.575	-4914.001	110.4258	0.6012711	1.228769	7.782359
17826	-4807.675	-4918.588	110.9125	0.7179571	1.088732	7.52667
17832	-4808.987	-4919.565	110.5776	0.7186841	1.088732	7.705475
17838	-4805.69	-4917.45	111.7599	0.7928424	1.073093	7.039438
17844	-4809.737	-4922.611	112.8743	0.8213206	1.106105	6.405355
17850	-4804.579	-4915.173	110.5944	0.8614656	1.376038	7.488413
17856	-4821.442	-4930.63	109.188	0.635436	1.441139	8.332951
17862	-4809.753	-4920.408	110.6558	0.8531124	1.24937	7.515248
17868	-4811.143	-4922.481	111.3388	0.6944656	1.37262	7.180038
17874	-4818.246	-4930.687	112.4411	0.7085008	1.271801	6.622204
17880	-4812.221	-4923.968	111.7468	0.7296996	1.461829	6.904601
17886	-4816.984	-4928.129	111.1451	0.6080405	1.175624	7.4185
17892	-4812.565	-4922.741	110.1759	0.6757634	1.373459	7.812699
17898	-4817.873	-4929.178	111.3054	0.7748486	1.316202	7.178974
17904	-4808.717	-4919.271	110.5539	0.6706267	1.56842	7.535492
17910	-4803.156	-4914.899	111.7429	0.6533829	1.385596	6.979243
17916	-4798.678	-4908.868	110.19	0.6411297	1.36279	7.828152
17922	-4806.436	-4917.646	111.2104	0.7083292	1.126324	7.353516
17928	-4795.769	-4906.484	110.7155	0.7486713	1.39695	7.475225
17934	-4794.606	-4906.231	111.6245	0.7486713	1.286491	7.034555
17940	-4798.974	-4910.347	111.3728	0.7787649	1.173002	7.205916
17946	-4805.145	-4917.072	111.9269	0.7091083	1.184217	6.939936
17952	-4806.083	-4917.794	111.7109	0.7273862	1.425773	6.939936
17958	-4806.04	-4917.305	111.2648	0.7456121	1.244343	7.248546
17964	-4815.041	-4926.172	111.1318	0.7647227	1.134657	7.361342
17970	-4810.981	-4921.932	110.9514	0.7505583	1.12536	7.470168
17976	-4815.862	-4928.09	112.2282	0.801395	1.33158	6.660661
17982	-4813.637	-4925.767	112.1299	0.7614617	1.517102	6.658645
17988	-4810.586	-4921.018	110.4317	0.7614617	1.259264	7.679777
17994	-4800.966	-4911.451	110.4841	0.6906848	1.281214	7.679777
18000	-4801.098	-4912.978	111.8804	0.7384764	1.281214	6.90455
18006	-4800.089	-4912.033	111.9439	0.7491382	1.281214	6.864574
18012	-4798.375	-4910.165	111.7897	0.7686925	1.301095	6.928301
18018	-4799.74	-4911.635	111.8949	0.7686925	1.177427	6.928301
18024	-4803.347	-4914.298	110.9516	0.7110946	1.149157	7.479669
18030	-4795.113	-4905.809	110.6963	0.7312879	1.147927	7.606171
18036	-4793.932	-4904.585	110.6528	0.8032417	1.219595	7.55711
18042	-4791.922	-4902.651	110.7287	0.7652272	1.252733	7.521757
18048	-4790.229	-4899.56	109.331	0.6842626	1.357353	8.26542
18054	-4803.758	-4914.606	110.8472	0.7625881	1.345517	7.418837
18060	-4796.994	-4908.4	111.4061	0.7969927	1.386392	7.082914
18066	-4797.67	-4908.734	111.0635	0.7909716	1.420551	7.256095
18072	-4797.414	-4908.548	111.1338	0.7747014	1.351277	7.256095
18078	-4796.951	-4908.177	111.2257	0.7458561	1.177361	7.3005
18084	-4801.095	-4912.505	111.4107	0.8326173	1.380015	7.063963
18090	-4802.045	-4913.26	111.2149	0.7650457	1.380015	7.205537
18096	-4808.234	-4919.533	111.2989	0.7729895	1.266462	7.205537
18102	-4806.287	-4917.908	111.6209	0.7219096	1.266462	7.059822
18108	-4809.42	-4922.315	112.8951	0.7302652	1.300388	6.351688
18114	-4803.448	-4914.549	111.1012	0.750121	1.317446	7.30142
18120	-4807.228	-4917.545	110.3171	0.6208978	1.268329	7.812067
18126	-4810.024	-4921.422	111.3985	0.6683627	1.367686	7.164076
18132	-4814.294	-4925.717	111.4237	0.8158053	1.142272	7.173451
18138	-4803.761	-4914.762	111.0014	0.7602598	1.247359	7.380662
18144	-4814.405	-4924.039	109.6336	0.6915215	1.147052	8.195087
18150	-4807.148	-4919.448	112.3006	0.7629944	1.093928	6.753453
18156	-4806.992	-4919.497	112.505	0.9465936	1.193548	6.494921
18162	-4805.294	-4915.837	110.5423	0.7594286	1.40156	7.560285
18168	-4812.494	-4922.813	110.3188	0.7532893	1.40156	7.683193
18174	-4809.148	-4920.525	111.3773	0.7369412	1.232543	7.198127
18180	-4808.115	-4919.913	111.7982	0.7410575	1.232543	6.969485
18186	-4802.245	-4913.66	111.4152	0.7641423	1.232543	7.163154
18192	-4804.941	-4917.294	112.3533	0.7720016	1.051448	6.741912
18198	-4807.825	-4919.033	111.2082	0.8705697	1.164178	7.249255
18204	-4807.462	-4918.58	111.1176	0.788302	1.370678	7.249255
18210	-4812.233	-4923.67	111.4363	0.817114	1.370678	7.062452
18216	-4807.406	-4918.293	110.8871	0.6488154	1.275252	7.489155
18222	-4806.352	-4917.757	111.4052	0.7382979	1.409192	7.105435
18228	-4814.576	-4925.975	111.3991	0.8059712	1.331026	7.105435
18234	-4816.103	-4926.185	110.0824	0.7906005	1.560215	7.72669
18240	-4799.636	-4911.182	111.5459	0.767139	1.36296	7.033651
18246	-4800.807	-4911.373	110.5656	0.673972	1.384275	7.600751
18252	-4807.551	-4919.386	111.8352	0.768345	1.166832	6.965731
18258	-4812.017	-4923.084	111.0669	0.7462776	1.376143	7.296754
18264	-4816.877	-4927.118	110.2407	0.6852453	1.462234	7.736632
18270	-4820.289	-4929.625	109.3359	0.7319167	1.255071	8.281937
18276	-4820.739	-4931.021	110.2816	0.8291312	1.061495	7.818441
18282	-4818.99	-4930.563	111.5728	0.8480044	1.31804	6.994979
18288	-4813.672	-4925.329	111.6576	0.6432954	1.241738	7.093569
18294	-4817.135	-4928.282	111.1475	0.7570044	1.198755	7.32644
18300	-4810.294	-4921.84	111.5461	0.7524404	1.286268	7.074797
18306	-4803.696	-4915.408	111.712	0.6865836	1.288266	7.02009
18312	-4805.879	-4917.363	111.484	0.8084557	1.103902	7.163878
18318	-4795.194	-4905.587	110.3933	0.8653306	1.399672	7.58415
18324	-4798.453	-4908.527	110.074	0.7823941	1.258506	7.860069
18330	-4796.553	-4908.264	111.7107	0.7361553	1.214715	7.027499
18336	-4806.375	-4917.214	110.8392	0.6647196	1.196174	7.542366
18342	-4809.342	-4921.392	112.0498	0.7053529	1.061298	6.936477
18348	-4811.917	-4924.831	112.9135	0.7546909	1.375914	6.29551
18354	-4812.495	-4924.276	111.7812	0.7504369	1.375914	6.910414
18360	-4807.041	-4918.727	111.6859	0.7173116	1.270619	7.025438
18366	-4806.695	-4918.622	111.9279	0.6940448	1.270619	6.907663
18372	-4801.097	-4912.718	111.6207	0.730257	1.246048	7.064679
18378	-4806.997	-4918.301	111.304	0.7203378	1.424518	7.163193
18384	-4808.935	-4919.782	110.8469	0.6591389	1.391302	7.455135
18390	-4802.126	-4912.873	110.7465	0.8251351	1.159158	7.523629
18396	-4798.437	-4909.278	110.8408	0.7572428	1.382618	7.409456
18402	-4806.369	-4916.89	110.5211	0.7792072	1.328508	7.591958
18408	-4800.936	-4911.918	110.9821	0.770197	1.404414	7.317593
18414	-4805.733	-4916.827	111.0948	0.7780827	1.254913	7.317593
18420	-4805.274	-4915.69	110.4161	0.6167791	1.451577	7.683726
18426	-4804.131	-4915.303	111.1713	0.8052898	1.363111	7.214504
18432	-4815.383	-4926.738	111.355	0.8095675	1.140691	7.214504
18438	-4800.014	-4909.535	109.5208	0.7915032	1.317385	8.124346
18444	-4806.288	-4917.313	111.0247	0.7904673	1.157228	7.394049
18450	-4796.542	-4907.272	110.7303	0.7311504	1.407687	7.472213
18456	-4788.313	-4899.402	111.0889	0.7341632	1.441712	7.264302
18462	-4794.182	-4905.007	110.8251	0.6508169	1.221355	7.545689
18468	-4797.541	-4908.762	111.2202	0.7120502	1.329874	7.252539
18474	-4804.049	-4914.909	110.86	0.6296262	1.273268	7.514832
18480	-4804.951	-4914.644	109.6931	0.8247837	1.343881	8.003369
18486	-4805.585	-4915.725	110.1404	0.6611545	1.470098	7.799949
18492	-4796.942	-4907.684	110.7413	0.8212769	1.249837	7.486244
18498	-4795.356	-4907.103	111.7474	0.7699995	1.15417	7.018228
18504	-4793.062	-4904.085	111.0231	0.8005203	1.356681	7.299402
18510	-4794.048	-4905.276	111.2284	0.7840167	1.033823	7.35007
18516	-4796.952	-4909.084	112.1324	0.6951758	1.282053	6.791616
18522	-4796.332	-4907.327	110.9957	0.6160794	1.135805	7.513377
18528	-4803.248	-4914.593	111.3451	0.7276893	1.549761	7.087336
18534	-4798.617	-4910.272	111.6551	0.7149644	1.218211	7.067222
18540	-4806.936	-4918.838	111.9018	0.7554619	1.215853	6.913635
18546	-4812.264	-4923.119	110.8557	0.7491349	1.420876	7.389902
18552	-4803.513	-4913.445	109.9317	0.8387795	1.413462	7.839498
18558	-4805.948	-4918.747	112.7996	0.8671128	1.41796	6.278611
18564	-4798.921	-4909.892	110.971	0.8302044	1.416445	7.286387
18570	-4802.733	-4914.968	112.235	0.8639443	1.253241	6.658031
18576	-4798.517	-4910.078	111.5609	0.7521834	1.064877	7.172555
18582	-4799.422	-4910.711	111.2892	0.7934648	1.234684	7.214138
